metro_nonmetro,county_name,state_abbr,geoId,value
Metropolitan,Prince Georges County,MD,us-md-033,0.127000125
Metropolitan,Queen Annes County,MD,us-md-035,0.104001074
Metropolitan,Somerset County,MD,us-md-039,0.133003943
Metropolitan,St. Marys County,MD,us-md-037,0.119000738
Metropolitan,Washington County,MD,us-md-043,0.137000812
Metropolitan,Wicomico County,MD,us-md-045,0.117000147
Metropolitan,Worcester County,MD,us-md-047,0.126000579
Metropolitan,Androscoggin County,ME,us-me-001,0.122000713
Metropolitan,Cumberland County,ME,us-me-005,0.086000061
Metropolitan,Penobscot County,ME,us-me-019,0.11500051
Metropolitan,Sagadahoc County,ME,us-me-023,0.084001006
Metropolitan,York County,ME,us-me-031,0.098000503
Metropolitan,Bay County,MI,us-mi-017,0.089000726
Metropolitan,Berrien County,MI,us-mi-021,0.11700012
Metropolitan,Calhoun County,MI,us-mi-025,0.138001244
Metropolitan,Cass County,MI,us-mi-027,0.187002011
Metropolitan,Clinton County,MI,us-mi-037,0.114001412
Metropolitan,Eaton County,MI,us-mi-045,0.09800077
Metropolitan,Genesee County,MI,us-mi-049,0.135000262
Metropolitan,Ingham County,MI,us-mi-065,0.093000301
Metropolitan,Ionia County,MI,us-mi-067,0.127001045
Metropolitan,Jackson County,MI,us-mi-075,0.123000192
Metropolitan,Kalamazoo County,MI,us-mi-077,0.101000503
Metropolitan,Kent County,MI,us-mi-081,0.090000107
Metropolitan,Lapeer County,MI,us-mi-087,0.111001406
Metropolitan,Livingston County,MI,us-mi-093,0.08700052
Metropolitan,Macomb County,MI,us-mi-099,0.110000135
Metropolitan,Midland County,MI,us-mi-111,0.123001832
Metropolitan,Monroe County,MI,us-mi-115,0.107000514
Metropolitan,Montcalm County,MI,us-mi-117,0.127000211
Metropolitan,Muskegon County,MI,us-mi-121,0.123000586
Metropolitan,Oakland County,MI,us-mi-125,0.088000008
Metropolitan,Ottawa County,MI,us-mi-139,0.08
Metropolitan,Saginaw County,MI,us-mi-145,0.106000674
Metropolitan,Shiawassee County,MI,us-mi-155,0.121000135
Metropolitan,St. Clair County,MI,us-mi-147,0.099000359
Metropolitan,Washtenaw County,MI,us-mi-161,0.069000087
Metropolitan,Wayne County,MI,us-mi-163,0.11700008
Metropolitan,Anoka County,MN,us-mn-003,0.089000177
Metropolitan,Benton County,MN,us-mn-009,0.110001397
Metropolitan,Blue Earth County,MN,us-mn-013,0.076000809
Metropolitan,Carlton County,MN,us-mn-017,0.0980003
Metropolitan,Carver County,MN,us-mn-019,0.071000892
Metropolitan,Chisago County,MN,us-mn-025,0.090001472
Metropolitan,Clay County,MN,us-mn-027,0.070000444
Metropolitan,Dakota County,MN,us-mn-037,0.076000013
Metropolitan,Dodge County,MN,us-mn-039,0.106006583
Metropolitan,Fillmore County,MN,us-mn-045,0.086004792
Metropolitan,Hennepin County,MN,us-mn-053,0.066
Metropolitan,Houston County,MN,us-mn-055,0.072000562
Metropolitan,Isanti County,MN,us-mn-059,0.110001752
Metropolitan,Lake County,MN,us-mn-075,0.1
Metropolitan,Le Sueur County,MN,us-mn-079,0.092001373
Metropolitan,Mille Lacs County,MN,us-mn-095,0.124002326
Metropolitan,Nicollet County,MN,us-mn-103,0.084003069
Metropolitan,Olmsted County,MN,us-mn-109,0.07800009
Metropolitan,Polk County,MN,us-mn-119,0.09600241
Metropolitan,Ramsey County,MN,us-mn-123,0.078000085
Metropolitan,Scott County,MN,us-mn-139,0.078000221
Metropolitan,Sherburne County,MN,us-mn-141,0.087001287
Metropolitan,St. Louis County,MN,us-mn-137,0.091000539
Metropolitan,Stearns County,MN,us-mn-145,0.083000237
Metropolitan,Wabasha County,MN,us-mn-157,0.075001527
Metropolitan,Washington County,MN,us-mn-163,0.075000272
Metropolitan,Wright County,MN,us-mn-171,0.070000436
Metropolitan,Andrew County,MO,us-mo-003,0.121006851
Metropolitan,Bates County,MO,us-mo-013,0.114001152
Metropolitan,Bollinger County,MO,us-mo-017,0.235002693
Metropolitan,Boone County,MO,us-mo-019,0.07300046
Metropolitan,Buchanan County,MO,us-mo-021,0.12
Metropolitan,Caldwell County,MO,us-mo-025,0.195019502
Metropolitan,Callaway County,MO,us-mo-027,0.169001289
Metropolitan,Cape Girardeau County,MO,us-mo-031,0.133001801
Metropolitan,Cass County,MO,us-mo-037,0.10800064
Metropolitan,Christian County,MO,us-mo-043,0.118000758
Metropolitan,Clay County,MO,us-mo-047,0.103000524
Metropolitan,Clinton County,MO,us-mo-049,0.139004013
Metropolitan,Cole County,MO,us-mo-051,0.10700162
Metropolitan,Cooper County,MO,us-mo-053,0.066003887
Metropolitan,Dallas County,MO,us-mo-059,0.13300533
Metropolitan,Dekalb County,MO,us-mo-063,0.129000685
Metropolitan,Franklin County,MO,us-mo-071,0.14
Metropolitan,Greene County,MO,us-mo-077,0.112
Metropolitan,Howard County,MO,us-mo-089,0.071005917
Metropolitan,Jackson County,MO,us-mo-095,0.111000059
Metropolitan,Jasper County,MO,us-mo-097,0.112
Metropolitan,Jefferson County,MO,us-mo-099,0.12900006
Metropolitan,Lafayette County,MO,us-mo-107,0.107004373
Metropolitan,Lincoln County,MO,us-mo-113,0.188002926
Metropolitan,Moniteau County,MO,us-mo-135,0.114007916
Metropolitan,Newton County,MO,us-mo-145,0.104002075
Metropolitan,Osage County,MO,us-mo-151,0.204012714
Metropolitan,Platte County,MO,us-mo-165,0.115000757
Metropolitan,Polk County,MO,us-mo-167,0.129002705
Metropolitan,Ray County,MO,us-mo-177,0.14600259
Metropolitan,St. Charles County,MO,us-mo-183,0.079000246
Metropolitan,St. Louis City,MO,us-mo-510,0.115
Metropolitan,St. Louis County,MO,us-mo-189,0.113000052
Metropolitan,Warren County,MO,us-mo-219,0.073001159
Metropolitan,Webster County,MO,us-mo-225,0.137004224
Metropolitan,Copiah County,MS,us-ms-029,0.187005514
Metropolitan,Covington County,MS,us-ms-031,0.168006893
Metropolitan,Desoto County,MS,us-ms-033,0.120000319
Metropolitan,Forrest County,MS,us-ms-035,0.108000794
Metropolitan,Hancock County,MS,us-ms-045,0.126002963
Metropolitan,Harrison County,MS,us-ms-047,0.11300043
Metropolitan,Hinds County,MS,us-ms-049,0.138000184
Metropolitan,Holmes County,MS,us-ms-051,0.231007875
Metropolitan,Jackson County,MS,us-ms-059,0.138000134
Metropolitan,Lamar County,MS,us-ms-073,0.125
Metropolitan,Madison County,MS,us-ms-089,0.07800059
Metropolitan,Marshall County,MS,us-ms-093,0.167000148
Metropolitan,Perry County,MS,us-ms-111,0.151006338
Metropolitan,Rankin County,MS,us-ms-121,0.126000862
Metropolitan,Simpson County,MS,us-ms-127,0.224004843
Metropolitan,Stone County,MS,us-ms-131,0.181007545
Metropolitan,Tate County,MS,us-ms-137,0.140003926
Metropolitan,Tunica County,MS,us-ms-143,0.107007299
Metropolitan,Yazoo County,MS,us-ms-163,0.178008134
Metropolitan,Carbon County,MT,us-mt-009,0.061004501
Metropolitan,Cascade County,MT,us-mt-013,0.089000538
Metropolitan,Missoula County,MT,us-mt-063,0.061000122
Metropolitan,Stillwater County,MT,us-mt-095,0.088
Metropolitan,Yellowstone County,MT,us-mt-111,0.083000026
Metropolitan,Alamance County,NC,us-nc-001,0.126000628
Metropolitan,Alexander County,NC,us-nc-003,0.183006309
Metropolitan,Anson County,NC,us-nc-007,0.185000762
Metropolitan,Brunswick County,NC,us-nc-019,0.128000768
Metropolitan,Buncombe County,NC,us-nc-021,0.083000297
Metropolitan,Burke County,NC,us-nc-023,0.089000659
Metropolitan,Cabarrus County,NC,us-nc-025,0.117000229
Metropolitan,Caldwell County,NC,us-nc-027,0.187000634
Metropolitan,Camden County,NC,us-nc-029,0.107000129
Metropolitan,Catawba County,NC,us-nc-035,0.106
Metropolitan,Chatham County,NC,us-nc-037,0.11200059
Metropolitan,Craven County,NC,us-nc-049,0.154001336
Metropolitan,Cumberland County,NC,us-nc-051,0.115000208
Metropolitan,Currituck County,NC,us-nc-053,0.094002486
Metropolitan,Davidson County,NC,us-nc-057,0.158000225
Metropolitan,Davie County,NC,us-nc-059,0.159001437
Metropolitan,Durham County,NC,us-nc-063,0.066000129
Metropolitan,Edgecombe County,NC,us-nc-065,0.164001003
Metropolitan,Forsyth County,NC,us-nc-067,0.113000092
Metropolitan,Franklin County,NC,us-nc-069,0.085000103
Metropolitan,Gaston County,NC,us-nc-071,0.105000432
Metropolitan,Gates County,NC,us-nc-073,0.151014945
Metropolitan,Granville County,NC,us-nc-077,0.109000222
Metropolitan,Guilford County,NC,us-nc-081,0.096000021
Metropolitan,Harnett County,NC,us-nc-085,0.118000369
Metropolitan,Haywood County,NC,us-nc-087,0.114001657
Metropolitan,Henderson County,NC,us-nc-089,0.098000334
Metropolitan,Hoke County,NC,us-nc-093,0.119000429
Metropolitan,Iredell County,NC,us-nc-097,0.119000873
Metropolitan,Johnston County,NC,us-nc-101,0.097000139
Metropolitan,Jones County,NC,us-nc-103,0.296027451
Metropolitan,Lincoln County,NC,us-nc-109,0.121001053
Metropolitan,Madison County,NC,us-nc-115,0.068001443
Metropolitan,Mecklenburg County,NC,us-nc-119,0.085000077
Metropolitan,Nash County,NC,us-nc-127,0.149001122
Metropolitan,New Hanover County,NC,us-nc-129,0.076000161
Metropolitan,Onslow County,NC,us-nc-133,0.08900038
Metropolitan,Orange County,NC,us-nc-135,0.058000037
Metropolitan,Pamlico County,NC,us-nc-137,0.157007576
Metropolitan,Pender County,NC,us-nc-141,0.17200368
Metropolitan,Person County,NC,us-nc-145,0.093002481
Metropolitan,Pitt County,NC,us-nc-147,0.094000292
Metropolitan,Randolph County,NC,us-nc-151,0.114000056
Metropolitan,Rockingham County,NC,us-nc-157,0.143000367
Metropolitan,Rowan County,NC,us-nc-159,0.140000764
Metropolitan,Stokes County,NC,us-nc-169,0.135002509
Metropolitan,Union County,NC,us-nc-179,0.090000382
Metropolitan,Wake County,NC,us-nc-183,0.085000092
Metropolitan,Wayne County,NC,us-nc-191,0.1670012
Metropolitan,Yadkin County,NC,us-nc-197,0.110002771
Metropolitan,Burleigh County,ND,us-nd-015,0.08800102
Metropolitan,Cass County,ND,us-nd-017,0.072000372
Metropolitan,Grand Forks County,ND,us-nd-035,0.089000744
Metropolitan,Morton County,ND,us-nd-059,0.079001175
Metropolitan,Oliver County,ND,us-nd-065,0.093039773
Metropolitan,Cass County,NE,us-ne-025,0.117000853
Metropolitan,Dakota County,NE,us-ne-043,0.109005078
Metropolitan,Dixon County,NE,us-ne-051,0.092003854
Metropolitan,Douglas County,NE,us-ne-055,0.088000121
Metropolitan,Hall County,NE,us-ne-079,0.103002011
Metropolitan,Howard County,NE,us-ne-093,0.111017307
Metropolitan,Lancaster County,NE,us-ne-109,0.075
Metropolitan,Merrick County,NE,us-ne-121,0.155022947
Metropolitan,Sarpy County,NE,us-ne-153,0.093000635
Metropolitan,Saunders County,NE,us-ne-155,0.109003194
Metropolitan,Seward County,NE,us-ne-159,0.097003348
Metropolitan,Washington County,NE,us-ne-177,0.113005261
Metropolitan,Hillsborough County,NH,us-nh-011,0.095000127
Metropolitan,Rockingham County,NH,us-nh-015,0.089000084
Metropolitan,Strafford County,NH,us-nh-017,0.104000663
Metropolitan,Atlantic County,NJ,us-nj-001,0.123000355
Metropolitan,Bergen County,NJ,us-nj-003,0.082000025
Metropolitan,Burlington County,NJ,us-nj-005,0.115000233
Metropolitan,Camden County,NJ,us-nj-007,0.120000105
Metropolitan,Cape May County,NJ,us-nj-009,0.102000346
Metropolitan,Cumberland County,NJ,us-nj-011,0.124000176
Metropolitan,Essex County,NJ,us-nj-013,0.106000061
Metropolitan,Gloucester County,NJ,us-nj-015,0.1
Metropolitan,Hudson County,NJ,us-nj-017,0.077000041
Metropolitan,Hunterdon County,NJ,us-nj-019,0.068000082
Metropolitan,Mercer County,NJ,us-nj-021,0.090000107
Metropolitan,Middlesex County,NJ,us-nj-023,0.105000024
Metropolitan,Monmouth County,NJ,us-nj-025,0.091000086
Metropolitan,Morris County,NJ,us-nj-027,0.076000127
Metropolitan,Ocean County,NJ,us-nj-029,0.109000114
Metropolitan,Passaic County,NJ,us-nj-031,0.086000096
Metropolitan,Salem County,NJ,us-nj-033,0.144002505
Metropolitan,Somerset County,NJ,us-nj-035,0.073000144
Metropolitan,Sussex County,NJ,us-nj-037,0.085000228
Metropolitan,Union County,NJ,us-nj-039,0.083000147
Metropolitan,Warren County,NJ,us-nj-041,0.095
Metropolitan,Bernalillo County,NM,us-nm-001,0.07
Metropolitan,Dona Ana County,NM,us-nm-013,0.087000406
Metropolitan,San Juan County,NM,us-nm-045,0.126000447
Metropolitan,Sandoval County,NM,us-nm-043,0.072000078
Metropolitan,Santa Fe County,NM,us-nm-049,0.056
Metropolitan,Torrance County,NM,us-nm-057,0.07000511
Metropolitan,Valencia County,NM,us-nm-061,0.126000288
Metropolitan,Carson City,NV,us-nv-510,0.11100255
Metropolitan,Clark County,NV,us-nv-003,0.107000052
Metropolitan,Storey County,NV,us-nv-029,0.126018626
Metropolitan,Washoe County,NV,us-nv-031,0.075000145
Metropolitan,Albany County,NY,us-ny-001,0.091000142
Metropolitan,Bronx County,NY,us-ny-005,0.125
Metropolitan,Broome County,NY,us-ny-007,0.106000135
Metropolitan,Chemung County,NY,us-ny-015,0.119000537
Metropolitan,Dutchess County,NY,us-ny-027,0.092000229
Metropolitan,Erie County,NY,us-ny-029,0.111000084
Metropolitan,Herkimer County,NY,us-ny-043,0.124000252
Metropolitan,Jefferson County,NY,us-ny-045,0.117000048
Metropolitan,Kings County,NY,us-ny-047,0.097000035
Metropolitan,Livingston County,NY,us-ny-051,0.119001218
Metropolitan,Madison County,NY,us-ny-053,0.101000876
Metropolitan,Monroe County,NY,us-ny-055,0.094000117
Metropolitan,Nassau County,NY,us-ny-059,0.086000002
Metropolitan,New York County,NY,us-ny-061,0.065000004
Metropolitan,Niagara County,NY,us-ny-063,0.128000293
Metropolitan,Oneida County,NY,us-ny-065,0.138000696
Metropolitan,Onondaga County,NY,us-ny-067,0.108000068
Metropolitan,Ontario County,NY,us-ny-069,0.111001038
Metropolitan,Orange County,NY,us-ny-071,0.09700017
Metropolitan,Orleans County,NY,us-ny-073,0.15500327
Metropolitan,Oswego County,NY,us-ny-075,0.121000224
Metropolitan,Putnam County,NY,us-ny-079,0.063000548
Metropolitan,Queens County,NY,us-ny-081,0.109000004
Metropolitan,Rensselaer County,NY,us-ny-083,0.088000324
Metropolitan,Richmond County,NY,us-ny-085,0.110000055
Metropolitan,Rockland County,NY,us-ny-087,0.081000022
Metropolitan,Saratoga County,NY,us-ny-091,0.090000227
Metropolitan,Schenectady County,NY,us-ny-093,0.099000144
Metropolitan,Schoharie County,NY,us-ny-095,0.120001639
Metropolitan,Suffolk County,NY,us-ny-103,0.081000066
Metropolitan,Tioga County,NY,us-ny-107,0.126001613
Metropolitan,Tompkins County,NY,us-ny-109,0.053000013
Metropolitan,Ulster County,NY,us-ny-111,0.082000476
Metropolitan,Warren County,NY,us-ny-113,0.089000563
Metropolitan,Washington County,NY,us-ny-115,0.124000744
Metropolitan,Wayne County,NY,us-ny-117,0.121000145
Metropolitan,Westchester County,NY,us-ny-119,0.076000038
Metropolitan,Yates County,NY,us-ny-123,0.143003174
Metropolitan,Allen County,OH,us-oh-003,0.13200042
Metropolitan,Belmont County,OH,us-oh-013,0.133001291
Metropolitan,Brown County,OH,us-oh-015,0.135002923
Metropolitan,Butler County,OH,us-oh-017,0.112000176
Metropolitan,Carroll County,OH,us-oh-019,0.141003868
Metropolitan,Clark County,OH,us-oh-023,0.149001292
Metropolitan,Clermont County,OH,us-oh-025,0.111000146
Metropolitan,Cuyahoga County,OH,us-oh-035,0.110000073
Metropolitan,Delaware County,OH,us-oh-041,0.084000174
Metropolitan,Fairfield County,OH,us-oh-045,0.095000717
Metropolitan,Franklin County,OH,us-oh-049,0.094000073
Metropolitan,Fulton County,OH,us-oh-051,0.11000032
Metropolitan,Geauga County,OH,us-oh-055,0.081000087
Metropolitan,Greene County,OH,us-oh-057,0.12
Metropolitan,Hamilton County,OH,us-oh-061,0.110000033
Metropolitan,Hocking County,OH,us-oh-073,0.139005504
Metropolitan,Jefferson County,OH,us-oh-081,0.149002542
Metropolitan,Lake County,OH,us-oh-085,0.093000305
Metropolitan,Lawrence County,OH,us-oh-087,0.18900396
Metropolitan,Licking County,OH,us-oh-089,0.118000032
Metropolitan,Lorain County,OH,us-oh-093,0.133000074
Metropolitan,Lucas County,OH,us-oh-095,0.129000059
Metropolitan,Madison County,OH,us-oh-097,0.148001678
Metropolitan,Mahoning County,OH,us-oh-099,0.128000314
Metropolitan,Medina County,OH,us-oh-103,0.105000378
Metropolitan,Miami County,OH,us-oh-109,0.129000883
Metropolitan,Montgomery County,OH,us-oh-113,0.1320001
Metropolitan,Morrow County,OH,us-oh-117,0.167002714
Metropolitan,Ottawa County,OH,us-oh-123,0.135002807
Metropolitan,Perry County,OH,us-oh-127,0.120001496
Metropolitan,Pickaway County,OH,us-oh-129,0.138002439
Metropolitan,Portage County,OH,us-oh-133,0.11800034
Metropolitan,Richland County,OH,us-oh-139,0.123000294
Metropolitan,Stark County,OH,us-oh-151,0.125
Metropolitan,Summit County,OH,us-oh-153,0.107000175
Metropolitan,Trumbull County,OH,us-oh-155,0.13900009
Metropolitan,Union County,OH,us-oh-159,0.089000197
Metropolitan,Warren County,OH,us-oh-165,0.108000245
Metropolitan,Wood County,OH,us-oh-173,0.11700058
Metropolitan,Canadian County,OK,us-ok-017,0.11800121
Metropolitan,Cleveland County,OK,us-ok-027,0.105000316
Metropolitan,Comanche County,OK,us-ok-031,0.099000847
Metropolitan,Cotton County,OK,us-ok-033,0.093002257
Metropolitan,Creek County,OK,us-ok-037,0.126001109
Metropolitan,Garfield County,OK,us-ok-047,0.097000895
Metropolitan,Grady County,OK,us-ok-051,0.12600289
Metropolitan,Lincoln County,OK,us-ok-081,0.177006728
Metropolitan,Logan County,OK,us-ok-083,0.16200361
Metropolitan,Mcclain County,OK,us-ok-087,0.114002165
Metropolitan,Oklahoma County,OK,us-ok-109,0.112000142
Metropolitan,Okmulgee County,OK,us-ok-111,0.139004512
Metropolitan,Osage County,OK,us-ok-113,0.112000677
Metropolitan,Pawnee County,OK,us-ok-117,0.152004591
Metropolitan,Rogers County,OK,us-ok-131,0.127000315
Metropolitan,Sequoyah County,OK,us-ok-135,0.157002241
Metropolitan,Tulsa County,OK,us-ok-143,0.101000024
Metropolitan,Wagoner County,OK,us-ok-145,0.16100163
Metropolitan,Benton County,OR,us-or-003,0.055000144
Metropolitan,Clackamas County,OR,us-or-005,0.085000228
Metropolitan,Columbia County,OR,us-or-009,0.120001031
Metropolitan,Deschutes County,OR,us-or-017,0.084000286
Metropolitan,Jackson County,OR,us-or-029,0.103000018
Metropolitan,Josephine County,OR,us-or-033,0.11700082
Metropolitan,Lane County,OR,us-or-039,0.087000083
Metropolitan,Linn County,OR,us-or-043,0.106000457
Metropolitan,Marion County,OR,us-or-047,0.098000066
Metropolitan,Multnomah County,OR,us-or-051,0.08
Metropolitan,Polk County,OR,us-or-053,0.117000819
Metropolitan,Washington County,OR,us-or-067,0.079
Metropolitan,Yamhill County,OR,us-or-071,0.110001168
Metropolitan,Adams County,PA,us-pa-001,0.085000897
Metropolitan,Allegheny County,PA,us-pa-003,0.094000048
Metropolitan,Armstrong County,PA,us-pa-005,0.120001537
Metropolitan,Beaver County,PA,us-pa-007,0.128000184
Metropolitan,Berks County,PA,us-pa-011,0.12800018
Metropolitan,Blair County,PA,us-pa-013,0.146001444
Metropolitan,Bucks County,PA,us-pa-017,0.081000133
Metropolitan,Butler County,PA,us-pa-019,0.092000337
Metropolitan,Cambria County,PA,us-pa-021,0.143000401
Metropolitan,Carbon County,PA,us-pa-025,0.083000381
Metropolitan,Centre County,PA,us-pa-027,0.076000447
Metropolitan,Chester County,PA,us-pa-029,0.08600012
Metropolitan,Columbia County,PA,us-pa-037,0.132002512
Metropolitan,Cumberland County,PA,us-pa-041,0.104000042
Metropolitan,Dauphin County,PA,us-pa-043,0.112000309
Metropolitan,Delaware County,PA,us-pa-045,0.101000125
Metropolitan,Erie County,PA,us-pa-049,0.095000434
Metropolitan,Fayette County,PA,us-pa-051,0.140000383
Metropolitan,Franklin County,PA,us-pa-055,0.127000311
Metropolitan,Lackawanna County,PA,us-pa-069,0.116000196
Metropolitan,Lancaster County,PA,us-pa-071,0.09700004
Metropolitan,Lebanon County,PA,us-pa-075,0.11400101
Metropolitan,Lehigh County,PA,us-pa-077,0.119000356
Metropolitan,Luzerne County,PA,us-pa-079,0.107000138
Metropolitan,Lycoming County,PA,us-pa-081,0.116000997
Metropolitan,Mercer County,PA,us-pa-085,0.119000748
Metropolitan,Monroe County,PA,us-pa-089,0.086000458
Metropolitan,Montgomery County,PA,us-pa-091,0.084000122
Metropolitan,Montour County,PA,us-pa-093,0.0980049
Metropolitan,Northampton County,PA,us-pa-095,0.111000304
Metropolitan,Perry County,PA,us-pa-099,0.072
Metropolitan,Philadelphia County,PA,us-pa-101,0.106000066
Metropolitan,Pike County,PA,us-pa-103,0.125
Metropolitan,Washington County,PA,us-pa-125,0.129000149
Metropolitan,Westmoreland County,PA,us-pa-129,0.1170001
Metropolitan,Wyoming County,PA,us-pa-131,0.121002754
Metropolitan,York County,PA,us-pa-133,0.111000156
Metropolitan,Bristol County,RI,us-ri-001,0.081001041
Metropolitan,Kent County,RI,us-ri-003,0.103000403
Metropolitan,Newport County,RI,us-ri-005,0.077000937
Metropolitan,Providence County,RI,us-ri-007,0.1
Metropolitan,Washington County,RI,us-ri-009,0.080000408
Metropolitan,Aiken County,SC,us-sc-003,0.139000024
Metropolitan,Anderson County,SC,us-sc-007,0.142000178
Metropolitan,Beaufort County,SC,us-sc-013,0.091000231
Metropolitan,Berkeley County,SC,us-sc-015,0.125
Metropolitan,Calhoun County,SC,us-sc-017,0.157007559
Metropolitan,Charleston County,SC,us-sc-019,0.103000154
Metropolitan,Chester County,SC,us-sc-023,0.157004138
Metropolitan,Clarendon County,SC,us-sc-027,0.156002415
Metropolitan,Darlington County,SC,us-sc-031,0.154000596
Metropolitan,Dorchester County,SC,us-sc-035,0.098000357
Metropolitan,Edgefield County,SC,us-sc-037,0.17600114
Metropolitan,Fairfield County,SC,us-sc-039,0.207009796
Metropolitan,Florence County,SC,us-sc-041,0.160000392
Metropolitan,Greenville County,SC,us-sc-045,0.109000253
Metropolitan,Horry County,SC,us-sc-051,0.122000299
Metropolitan,Jasper County,SC,us-sc-053,0.17600259
Metropolitan,Kershaw County,SC,us-sc-055,0.127002384
Metropolitan,Lancaster County,SC,us-sc-057,0.151001048
Metropolitan,Laurens County,SC,us-sc-059,0.12700096
Metropolitan,Lexington County,SC,us-sc-063,0.118000542
Metropolitan,Pickens County,SC,us-sc-077,0.115000595
Metropolitan,Richland County,SC,us-sc-079,0.112000264
Metropolitan,Saluda County,SC,us-sc-081,0.173008592
Metropolitan,Spartanburg County,SC,us-sc-083,0.121000158
Metropolitan,Sumter County,SC,us-sc-085,0.139001177
Metropolitan,York County,SC,us-sc-091,0.113000303
Metropolitan,Lincoln County,SD,us-sd-083,0.083000397
Metropolitan,Mccook County,SD,us-sd-087,0.086015967
Metropolitan,Meade County,SD,us-sd-093,0.086001875
Metropolitan,Minnehaha County,SD,us-sd-099,0.087000045
Metropolitan,Pennington County,SD,us-sd-103,0.096000296
Metropolitan,Turner County,SD,us-sd-125,0.104001296
Metropolitan,Union County,SD,us-sd-127,0.127
Metropolitan,Anderson County,TN,us-tn-001,0.108000688
Metropolitan,Blount County,TN,us-tn-009,0.134000766
Metropolitan,Bradley County,TN,us-tn-011,0.168002041
Metropolitan,Campbell County,TN,us-tn-013,0.157001921
Metropolitan,Cannon County,TN,us-tn-015,0.108009368
Metropolitan,Carter County,TN,us-tn-019,0.211000761
Metropolitan,Cheatham County,TN,us-tn-021,0.107001143
Metropolitan,Chester County,TN,us-tn-023,0.171001352
Metropolitan,Crockett County,TN,us-tn-033,0.117000282
Metropolitan,Davidson County,TN,us-tn-037,0.097000061
Metropolitan,Dickson County,TN,us-tn-043,0.145003485
Metropolitan,Fayette County,TN,us-tn-047,0.088002318
Metropolitan,Gibson County,TN,us-tn-053,0.160002221
Metropolitan,Grainger County,TN,us-tn-057,0.132003586
Metropolitan,Hamblen County,TN,us-tn-063,0.19100346
Metropolitan,Hamilton County,TN,us-tn-065,0.134000007
Metropolitan,Hawkins County,TN,us-tn-073,0.162000687
Metropolitan,Jefferson County,TN,us-tn-089,0.167001371
Metropolitan,Knox County,TN,us-tn-093,0.107000063
Metropolitan,Loudon County,TN,us-tn-105,0.167002964
Metropolitan,Macon County,TN,us-tn-111,0.181005457
Metropolitan,Madison County,TN,us-tn-113,0.139001669
Metropolitan,Marion County,TN,us-tn-115,0.2
Metropolitan,Maury County,TN,us-tn-119,0.105001203
Metropolitan,Montgomery County,TN,us-tn-125,0.110000725
Metropolitan,Morgan County,TN,us-tn-129,0.208008964
Metropolitan,Polk County,TN,us-tn-139,0.160006113
Metropolitan,Roane County,TN,us-tn-145,0.156003548
Metropolitan,Robertson County,TN,us-tn-147,0.106001927
Metropolitan,Rutherford County,TN,us-tn-149,0.108000288
Metropolitan,Sequatchie County,TN,us-tn-153,0.127009504
Metropolitan,Shelby County,TN,us-tn-157,0.120000059
Metropolitan,Smith County,TN,us-tn-159,0.163001383
Metropolitan,Stewart County,TN,us-tn-161,0.105009823
Metropolitan,Sullivan County,TN,us-tn-163,0.148001048
Metropolitan,Sumner County,TN,us-tn-165,0.083000221
Metropolitan,Tipton County,TN,us-tn-167,0.168001444
Metropolitan,Trousdale County,TN,us-tn-169,0.063005479
Metropolitan,Unicoi County,TN,us-tn-171,0.187009839
Metropolitan,Union County,TN,us-tn-173,0.181002602
Metropolitan,Washington County,TN,us-tn-179,0.124000326
Metropolitan,Williamson County,TN,us-tn-187,0.079000065
Metropolitan,Wilson County,TN,us-tn-189,0.110000613
Metropolitan,Archer County,TX,us-tx-009,0.115013566
Metropolitan,Armstrong County,TX,us-tx-011,0.092020129
Metropolitan,Atascosa County,TX,us-tx-013,0.171000532
Metropolitan,Austin County,TX,us-tx-015,0.104004398
Metropolitan,Bandera County,TX,us-tx-019,0.086000226
Metropolitan,Bastrop County,TX,us-tx-021,0.117000995
Metropolitan,Bell County,TX,us-tx-027,0.111000152
Metropolitan,Bexar County,TX,us-tx-029,0.085000055
Metropolitan,Bowie County,TX,us-tx-037,0.148000635
Metropolitan,Brazoria County,TX,us-tx-039,0.10500016
Metropolitan,Brazos County,TX,us-tx-041,0.080000248
Metropolitan,Burleson County,TX,us-tx-051,0.048001189
Metropolitan,Caldwell County,TX,us-tx-055,0.106001141
Metropolitan,Callahan County,TX,us-tx-059,0.134010643
Metropolitan,Cameron County,TX,us-tx-061,0.105000324
Metropolitan,Carson County,TX,us-tx-065,0.080009015
Metropolitan,Chambers County,TX,us-tx-071,0.079001111
Metropolitan,Clay County,TX,us-tx-077,0.156006044
Metropolitan,Collin County,TX,us-tx-085,0.08800006
Metropolitan,Comal County,TX,us-tx-091,0.05400006
Metropolitan,Coryell County,TX,us-tx-099,0.101000614
Metropolitan,Crosby County,TX,us-tx-107,0.049000488
Metropolitan,Dallas County,TX,us-tx-113,0.081000039
Metropolitan,Denton County,TX,us-tx-121,0.087000064
Metropolitan,Ector County,TX,us-tx-135,0.077000313
Metropolitan,El Paso County,TX,us-tx-141,0.096000152
Metropolitan,Ellis County,TX,us-tx-139,0.125
Metropolitan,Falls County,TX,us-tx-145,0.155007169
Metropolitan,Fort Bend County,TX,us-tx-157,0.076000031
Metropolitan,Galveston County,TX,us-tx-167,0.116000134
Metropolitan,Goliad County,TX,us-tx-175,0.08
